<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20071202,124.43,127,124,126.77,233614
20071203,124.26,127,124,126.52,351889
20071204,124.01,126,124,126.35,265719
20071205,123.84,129,124,125.02,6798573
20071208,127.11,127,126,126.27,2179764
20071209,128.78,129,128,128.7,3861958
20071210,131.21,131,131,131.21,3861600
20071211,133.8,134,129,132.8,30742387
20071212,132.8,135,130,134.14,2874506
20071215,136.81,137,136,136.73,3892269
20071216,139.41,139,135,139.24,7049767
20071217,140.58,141,136,138.57,1488854
20071218,135.81,138,136,137.9,977652
20071219,135.22,137,135,137.48,593602
20071222,137.65,138,138,137.57,2248703
20071223,137.73,140,138,137.65,1176886
20071224,137.82,138,138,137.73,1948514
20071225,138.24,140,138,139.99,3863531
20071226,142.76,143,143,142.76,3868985
20071230,145.6,146,143,145.52,5785815
20071231,148.36,148,146,148.28,4566335
20080101,151.21,151,151,151.21,5003984
20080102,154.22,154,154,154.22,4645405
20080105,157.23,157,157,157.23,5235215
20080106,160.33,160,157,159.66,16479413
20080108,162.09,163,160,162.25,4554707
20080109,165.43,165,165,165.43,5062291
20080112,168.7,169,169,168.7,5980296
20080113,172.04,172,172,172.04,4110069
20080114,175.47,175,175,175.47,5093482
20080115,178.9,179,176,177.98,38019118
20080116,178.24,179,174,177.06,4722623
20080120,173.55,174,174,173.63,3746733
20080121,170.2,170,170,170.2,3566365
20080122,166.85,173,167,167.61,19047001
20080123,170.95,171,168,170.79,13069725
20080126,174.13,174,172,173.97,9196458
20080127,174.13,174,171,174.05,3517350
20080128,174.22,174,174,174.22,4080885
20080129,174.39,174,174,174.39,2989392
20080130,174.55,175,175,174.55,3083805
20080202,174.72,175,175,174.72,3215493
20080203,174.89,175,175,174.89,13284080
20080204,175.06,175,175,174.97,2776371
20080205,175.14,175,175,175.14,3393176
20080210,171.71,174,172,173.63,3140436
20080212,170.2,171,170,171.37,2457776
20080213,168.03,172,168,168.11,5179540
20080216,168.28,168,168,168.19,1940456
20080217,168.36,168,168,168.28,2195621
20080218,168.44,169,168,168.36,2003753
20080219,168.53,169,168,168.44,1962643
20080220,168.61,169,169,168.53,1612620
20080223,168.7,169,169,168.61,2060776
20080224,168.78,169,169,168.7,1551948
20080225,168.86,169,169,168.78,1731876
20080226,168.95,169,169,168.86,1845304
20080227,169.03,169,169,168.95,1663647
20080301,169.11,169,169,169.03,1134640
20080422,169.2,171,159,169.2,33217281
20080423,169.45,173,169,170.29,4927463
20080426,170.45,172,170,170.45,2536221
20080427,170.62,171,171,170.54,1454418
20080428,170.7,171,171,170.62,5816193
20080429,170.79,171,171,170.7,4497392
20080430,170.87,171,171,170.79,4649427
20080503,170.95,171,171,170.87,1246147
20080504,171.04,171,171,170.95,1385138
20080505,171.12,171,171,171.04,1246669
20080506,171.21,171,171,171.12,2099684
20080507,171.29,171,171,171.21,1404772
20080510,171.37,171,171,171.29,1324349
20080511,171.46,172,171,171.37,1857038
20080512,171.54,172,171,171.46,1192601
20080513,171.62,172,172,171.54,1442454
20080514,171.71,172,172,171.62,1543479
20080517,171.79,172,172,171.71,7183420
20080518,171.88,172,172,171.79,1722970
20080519,171.96,172,172,171.88,1225308
20080520,172.04,172,172,171.96,1615184
20080521,172.13,172,172,172.04,1602983
20080524,172.21,172,172,172.13,1752153
20080525,172.29,172,172,172.21,2026340
20080526,172.38,172,172,172.29,18934641
20080527,172.46,173,172,172.38,1486298
20080528,172.54,173,172,172.46,1155208
20080531,172.63,173,173,172.54,1493362
20080601,172.71,173,173,172.63,1099751
20080602,172.8,173,116,172.71,122482163
20080608,172.88,173,173,172.71,1202049
20080609,172.88,173,173,172.8,1248322
20080610,172.96,173,173,172.88,1028561
20080611,173.05,173,173,172.96,1249536
20080614,173.13,173,173,173.05,1136743
20080615,173.21,173,173,173.13,1256534
20080616,173.3,173,173,173.21,1001578
20080617,173.38,173,173,173.3,1423894
20080618,173.47,174,173,173.38,1966379
20080621,173.55,174,173,173.47,1262800
20080622,173.63,174,174,173.55,1141535
20080623,173.72,174,174,173.63,1662032
20080624,173.8,174,62,173.72,97772654
20080625,173.88,174,174,173.8,1495664
20080628,173.97,174,174,173.88,2879526
20080629,174.05,174,174,173.97,1274950
20080630,174.13,174,174,174.05,1525058
20080701,174.22,174,174,174.13,27793151
20080702,174.3,174,174,174.3,19506919
20080705,174.47,175,174,174.47,4427957
20080706,174.64,175,175,174.55,2573384
20080707,174.72,179,175,174.72,6454206
20080708,174.97,180,175,175.22,33548634
20080709,175.39,176,175,175.39,5220495
20080712,175.56,176,175,175.47,2427614
20080713,175.64,176,176,175.64,6868571
20080901,124.26,126,117,119.41,7029658
20080902,119.58,123,120,121.17,6661319
20080903,124.76,125,125,124.76,8253524
20080906,128.45,128,128,128.45,10156268
20080907,132.3,132,128,131.21,22337156
20080908,128.86,129,129,128.86,4846498
20080909,129.12,129,129,129.03,3045991
20080910,129.2,129,129,129.12,2216777
20080913,129.28,129,129,129.2,2389024
20080914,129.37,129,129,129.28,1933044
20080915,129.45,130,129,129.37,1802471
20080916,129.53,130,129,129.45,2757955
20080917,129.62,130,130,129.53,1571235
20080920,129.7,130,130,129.53,1726953
20080921,129.7,130,130,129.53,1612991
20080923,129.7,130,130,129.53,1367048
20080924,129.7,130,130,129.62,1823369
20080927,129.79,130,130,129.7,2674281
20080928,129.87,130,130,129.79,2310753
20080929,129.95,130,130,129.87,2042821
20080930,130.04,132,130,130.04,3273249
20081004,130.2,130,130,130.12,1929047
20081005,130.29,131,130,130.2,2132950
20081006,130.37,130,130,130.29,1670327
20081007,130.45,131,130,130.37,1597808
20081008,130.54,131,130,130.45,1364828
20081011,130.62,131,131,130.54,1772568
20081012,130.71,131,131,130.62,1417073
20081013,130.79,131,131,130.71,1363573
20081014,130.87,131,131,130.79,1276520
20081015,130.96,131,131,130.87,1575417
20081018,131.04,131,131,130.96,1496112
20081019,131.12,131,131,131.04,1590276
20081022,131.04,131,127,130.29,1159079
20081026,130.37,131,126,129.7,4655239
20081027,126.27,129,126,129.12,649708
20081028,129.28,129,125,128.2,1763887
20081029,125.6,127,124,127.02,1325987
20081101,123.26,128,123,126.19,2148127
20081102,128.03,128,127,126.69,975655
20081103,128.03,128,127,127.19,1535259
20081104,128.03,128,127,127.44,1594578
20081105,128.03,128,128,127.61,1426847
20081108,128.03,128,128,127.78,1248693
20081109,128.03,128,128,127.86,1136144
20081110,128.03,128,128,127.86,945236
20081111,128.03,128,128,127.86,1066618
20081112,128.03,128,128,127.86,674112
20081115,128.45,132,128,129.45,4114288
20081116,133.3,133,133,133.3,20791059
20081117,135.56,136,133,133.63,3812866
20081118,133.8,134,134,133.72,1621182
20081119,133.89,134,134,133.8,2035525
20081122,133.97,134,134,133.89,1773964
20081123,134.05,134,134,133.97,1992788
20081124,134.14,134,134,134.05,1633736
20081125,134.22,134,134,134.14,1462591
20081126,134.3,134,134,134.22,1851957
20081129,134.39,134,134,134.3,1609954
20081130,134.47,135,134,134.39,1647628
20081201,134.55,135,134,134.47,1435001
20081202,134.64,135,135,134.55,2007567
20081203,134.72,135,135,134.64,1822452
20081206,134.81,135,135,134.81,836174
20081207,134.81,135,135,134.81,1288756
20081208,134.89,135,135,134.89,1135208
20081210,134.97,135,135,135.06,1317474
20081213,135.06,135,135,135.06,1434349
20081214,135.14,135,135,135.14,1556284
20081215,135.22,135,135,135.22,1464726
20081216,135.31,135,135,135.31,1042431
20081220,135.39,135,135,135.39,1295014
20081221,135.48,136,135,135.48,620328
20081222,135.48,136,135,135.48,837507
20081223,135.48,136,135,135.48,1249086
20081224,135.56,136,136,135.56,748825
20081227,135.56,136,136,135.56,962171
20081228,135.56,136,136,135.56,984248
20081229,135.56,136,136,135.56,975403
20081230,135.56,136,136,135.56,1399057
20081231,135.64,136,136,135.64,950304
20090103,135.64,136,136,135.64,861186
20090104,135.64,136,136,135.64,816775
20090105,135.64,136,136,135.64,952087
20090110,135.64,136,136,135.64,686653
20090111,135.64,136,136,135.64,919537
20090112,135.64,136,136,135.64,1064141
20090113,135.73,136,136,135.73,776318
20090114,135.73,136,136,135.73,705029
20090117,135.73,136,136,135.73,8924741
20090118,135.89,136,136,135.89,851402
20090119,135.89,136,136,135.89,930743
20090120,135.89,136,136,135.89,953460
20090121,135.89,136,136,135.89,876161
20090124,135.89,136,136,135.89,846833
20090125,135.89,136,136,135.89,790587
20090126,135.89,136,136,135.89,781345
20090127,135.89,136,136,135.89,677224
20090128,135.89,136,136,135.98,689388
20090131,135.89,136,136,135.89,712320
20090201,135.89,136,136,135.89,807560
20090202,135.89,136,136,135.89,761573
20090203,135.89,136,136,135.89,847929
20090204,135.89,136,136,135.89,872735
20090207,135.89,136,136,135.89,806798
20090208,135.89,136,136,135.89,1024448
20090209,135.98,136,136,135.98,946268
20090211,135.98,136,136,136.06,730544
20090214,135.98,136,136,135.98,739051
20090215,135.98,136,136,135.98,825156
20090217,135.98,136,136,135.98,876803
20090218,135.98,136,136,135.98,1053409
20090221,136.06,136,136,136.06,907502
20090222,136.06,136,136,136.06,1796622
20090223,136.14,136,136,136.14,659851
20090225,136.14,136,136,136.14,777511
20090228,136.14,136,136,136.14,449985
20090301,136.14,136,136,136.14,750164
20090302,136.14,136,136,136.14,620243
20090303,136.14,136,136,136.14,727341
20090304,136.14,136,136,136.14,600757
20090307,136.14,136,136,136.14,753501
20090308,136.14,136,136,136.14,872546
20090309,136.14,136,136,136.14,659305
20090310,136.14,136,136,136.14,578347
20090311,136.14,136,136,136.14,695200
20090314,136.14,136,136,136.14,713796
20090316,136.14,136,136,136.14,583427
20090317,136.14,136,136,136.14,574167
20090318,136.14,136,136,136.14,502289
20090325,136.14,136,136,136.14,206269
20090328,136.14,136,136,136.14,331793
20090329,136.14,136,136,136.14,345502
20090330,136.14,136,136,136.14,300286
20090331,136.14,136,136,136.14,305540
20090404,136.14,136,136,136.14,425239
20090405,136.14,136,136,136.14,589699
20090406,136.14,136,136,136.23,497391
20090407,136.14,136,136,136.14,512061
20090408,136.14,136,136,136.14,503731
20090411,136.14,136,136,136.14,516623
20090412,136.14,136,136,136.14,517254
20090413,136.14,136,136,136.14,586077
20090414,136.14,136,136,136.14,594847
20090415,136.14,136,136,136.23,913100
20090418,136.14,136,136,136.14,744307
20090419,136.14,136,136,136.14,745616
20090420,136.14,137,136,136.23,10892473
20090421,136.56,137,137,136.56,421336
20090422,136.56,137,136,136.56,2863111
20090425,136.65,137,137,136.73,1118695
20090426,136.73,137,137,136.73,737085
20090427,136.73,137,137,136.73,879386
20090428,136.73,137,137,136.73,608791
20090429,136.73,137,137,136.73,820313
20090502,136.73,137,137,136.73,718706
20090503,136.73,137,137,136.73,726277
20090504,136.73,137,137,136.73,686926
20090505,136.73,137,137,136.73,657232
20090506,136.73,137,137,136.73,726440
20090509,136.73,137,137,136.73,935998
20090510,136.73,137,137,136.73,11722136
20090511,136.9,137,137,136.9,899056
20090512,136.9,137,137,136.9,980041
20090513,136.9,137,137,136.9,621765
20090516,136.9,137,137,136.9,898156
20090517,136.9,137,137,136.9,576278
20090518,136.9,137,137,136.9,688827
20090519,136.9,137,137,136.9,596051
20090520,136.9,137,137,136.9,451760
20090523,136.9,137,137,136.9,555520
20090524,136.9,137,137,136.9,978065
20090525,136.9,137,137,136.9,706620
20090526,136.9,137,137,136.9,709329
20090527,136.9,137,137,136.9,590323
20090530,136.9,137,137,136.9,2075713
20090531,136.98,137,137,137.07,2027294
20090601,137.07,137,137,137.07,716198
20090602,137.07,137,137,137.07,613612
20090603,137.07,137,137,137.07,926477
20090606,137.07,137,137,137.07,4724812
20090607,137.23,137,137,137.23,607015
20090608,137.23,137,137,137.23,683241
20090609,137.23,137,137,137.23,635810
20090610,137.07,137,133,137.23,1478849
20090613,137.23,137,137,137.23,480922
20090614,137.23,137,137,137.23,576128
20090615,137.23,137,137,137.23,478350
20090616,137.23,137,137,137.23,564060
20090617,137.23,137,137,137.23,1019060
20090620,137.23,137,137,137.23,833194
20090621,137.23,137,137,137.23,2114119
20090622,137.23,137,137,137.23,1822911
20090623,137.32,137,137,137.4,2968596
20090624,137.4,137,137,137.4,2344561
20090627,138.07,139,138,138.07,12569778
20090628,141.83,142,139,140.58,10371218
20090629,143.09,144,141,143.34,11172104
20090630,141.67,142,142,141.58,4917653
20090701,142.42,143,142,142.5,3132049
20090704,143.34,143,143,143.34,5058359
20090705,144.18,144,144,144.18,2591929
20090707,145.01,145,145,145.01,2064325
20090711,145.94,146,146,145.94,2443747
20090712,146.69,147,147,146.69,2125366
20090713,147.27,147,147,147.27,2541460
20090714,148.03,148,148,148.03,1869658
20090715,148.19,148,148,148.19,662294
20090726,151.26,151,134,134.33,4622265
20090727,136.66,137,137,136.66,1410970
20090728,136.78,137,137,136.78,1157667
20090729,136.9,137,137,136.9,935275
20090801,136.9,137,137,136.9,1353272
20090802,137.01,137,137,137.01,986230
20090803,137.01,137,137,137.01,972456
20090804,137.01,137,137,137.01,922511
20090805,137.01,137,137,137.01,917842
20090808,137.01,137,137,137.01,832337
20090809,137.01,137,137,137.01,1379616
20090810,137.13,137,137,137.13,932864
20090811,137.13,137,137,137.25,903475
20090812,137.13,137,137,137.13,975330
20090815,137.13,137,137,137.13,941463
20090816,137.13,137,137,137.13,1017670
20090817,137.13,137,137,137.13,1003981
20090818,137.13,137,137,137.13,846743
20090819,137.13,137,137,137.13,1101964
20090822,137.25,137,137,137.25,1034781
20090823,132.92,133,133,132.92,764646
20090824,132.22,132,132,132.22,1708580
20090825,130.71,131,131,130.71,372327
20090826,130.35,130,130,130.35,542879
20090829,129.89,130,130,129.89,198924
20090830,129.65,130,130,129.65,773903
20090831,128.95,129,129,128.95,162050
20090901,128.84,129,129,128.84,1459087
20090902,127.55,132,128,128.14,21965040
20090905,131.64,132,130,132.11,5743543
20090906,135.73,136,132,131.99,5779166
20090907,131.64,133,131,131.06,1767727
20090908,130.94,132,130,130.24,1636740
20090909,130.82,132,129,129.07,2220583
20090913,131.76,132,128,128.95,1558354
20090914,130.59,131,128,128.84,1099938
20090915,129.77,131,129,128.95,1428570
20090916,129.65,130,128,128.84,1537689
20090919,128.72,131,127,127.32,4089461
20090921,129.65,131,128,130.12,1398468
20090922,131.87,132,130,129.65,11328006
20090923,131.76,133,131,133.04,5395547
20090926,131.41,133,129,131.87,3564187
20090927,131.06,132,130,130.82,1824689
20090928,130.59,132,130,130.94,1467372
20090929,131.64,132,131,131.87,968768
20090930,131.87,135,131,135.03,4857787
20091003,138.18,138,138,138.18,4160538
20091004,142.27,142,142,142.27,4564387
20091005,146.47,146,146,146.47,23942285
20091006,150.8,151,150,150.8,19471285
20091007,155.23,155,155,155.23,9455975
20091010,159.79,160,159,159.79,10844278
20091011,164.58,165,164,164.58,23312069
20091012,169.48,169,160,163.53,29065266
20091013,163.53,164,161,161.07,9847927
20091017,156.64,161,156,156.29,1969113
20091018,154.42,154,154,154.42,114810
20091019,154.3,158,154,155.58,18670756
20091020,155.58,159,154,159.21,5925384
20091021,163.29,163,163,163.29,8110984
20091024,168.08,168,168,168.08,12059440
20091025,173.11,173,168,169.6,13910167
20091026,172.4,178,167,177.54,22646267
20091027,178.36,178,178,178.36,11433208
20091028,183.62,184,184,183.62,9177440
20091031,189.11,189,189,189.11,5181442
20091101,194.71,195,195,194.71,5082978
20091102,200.55,201,190,192.03,84803350
20091103,196.58,199,193,193.43,9114166
20091104,198.57,200,199,200.09,17412324
20091107,206.63,207,207,206.63,9865298
20091108,204.41,210,200,201.14,24873476
20091109,204.29,207,195,195.18,11621591
20091110,198.57,199,192,192.03,4102443
20091111,192.73,199,189,189.22,23539223
20091114,195.06,198,194,197.98,4439403
20091115,203.83,205,196,199.74,36066018
20091116,201.96,208,197,197.28,12977334
20091117,196.23,200,194,194.13,16510108
20091118,191.79,192,188,187.82,5055768
20091121,181.4,181,181,181.4,230799
20091122,180.93,181,181,180.93,1655384
20091123,177.54,182,178,177.78,34124478
20091124,181.16,184,179,179.88,12251006
20091125,181.05,185,177,176.61,6108588
20091129,172.64,173,173,172.64,576816
20091130,171.47,171,171,171.47,252287
20091201,171,171,171,171,334590
20091202,170.42,170,170,170.42,4292769
20091205,166.1,170,165,167.15,5824144
20091207,167.85,172,166,168.9,4932625
20091208,170.54,172,164,164.23,3575228
20091209,161.19,161,160,159.56,1043445
20091212,157.8,158,158,157.8,517256
20091213,156.87,157,157,156.87,229892
20091214,156.4,156,156,156.4,215681
20091215,156.05,156,156,156.05,146758
20091216,155.82,156,156,155.82,585425
20091219,154.77,155,155,154.77,237917
20091220,155.94,161,154,156.99,18974911
20091221,160.02,160,150,150.33,8055948
20091222,146.82,148,147,146.82,7428489
20091223,141.8,150,142,149.51,18365175
20091228,146.01,146,139,140.05,6043053
20091229,141.92,147,142,147.41,5442414
20091230,150.56,151,150,151.03,9068065
20100102,156.17,156,156,156.17,3120000
20100103,161.54,162,156,157.69,12666577
20100104,158.04,158,156,155.58,2522328
20100105,153.25,162,153,158.86,3574895
20100106,160.96,162,159,160.61,4393982
20100109,160.61,161,155,155.47,2313873
20100110,157.69,161,152,154.18,7364452
20100111,154.42,159,153,157.69,2303296
20100112,158.62,159,152,152.31,3705027
20100113,153.01,156,152,155.23,2908399
20100116,155.58,157,154,155.35,1441625
20100117,155.94,159,155,156.99,2546028
20100118,156.64,158,155,155.12,1244233
20100119,154.53,155,152,153.13,1721540
20100120,152.55,156,153,153.37,1516167
20100123,154.88,159,155,158.62,3250436
20100124,158.15,163,158,162.83,9063261
20100125,163.53,164,158,158.74,2734138
20100126,157.92,159,156,157.92,2793787
20100127,156.87,159,157,158.04,2738139
20100130,157.69,159,154,156.52,1394217
20100131,154.77,156,155,154.88,813814
20100201,154.18,157,154,155.35,1689037
20100202,155.47,158,155,157.69,2359672
20100203,158.39,162,158,158.97,3081061
20100206,157.69,160,157,158.04,2550371
20100207,157.69,161,158,159.56,3201595
20100208,158.27,159,158,158.15,2077400
20100209,158.86,160,158,158.86,1477692
20100210,158.86,160,157,160.02,3534507
20100214,160.02,164,160,164.11,7871160
20100216,164.81,168,164,166.68,9038506
20100217,166.56,168,164,166.21,2915660
20100220,164.93,172,165,171.59,16017428
20100221,175.21,175,175,175.21,8373806
20100222,181.28,181,175,177.54,25972415
20100223,173.69,177,174,175.32,10764639
20100224,174.04,175,173,174.04,7008432
20100227,168.78,171,169,169.37,15253719
20100228,169.37,175,169,174.74,7366806
20100301,177.54,180,176,179.88,6132412
20100302,178.83,183,178,182.22,5408957
20100303,182.45,183,179,179.88,2869543
20100306,180.11,182,176,177.54,3075649
20100307,178.71,180,176,176.61,2386848
20100308,176.38,180,175,178.83,13454641
20100309,180.93,182,180,182.1,8127901
20100310,186.77,187,181,181.28,3650883
20100313,177.19,179,177,177.66,13040580
20100314,179.06,183,178,178.71,6369040
20100315,179.88,181,178,178.71,50315527
20100316,179.65,180,178,178.36,3216453
20100317,178.6,181,178,180.81,35377791
20100327,180.81,187,179,186.54,5018963
20100328,192.5,193,190,192.5,6926721
20100329,197.4,197,187,189.22,1615456
20100330,190.16,195,190,191.91,2391939
20100331,192.61,199,191,196.23,16233133
20100403,197.75,204,198,204.29,24928053
20100404,210.48,210,200,204.41,29305077
20100405,204.29,210,202,205.46,11269070
20100406,205.69,212,206,212.47,19087565
20100407,219.01,219,218,219.24,18317604
20100410,226.84,227,219,221.93,45199247
20100411,221.93,222,217,221.81,15285209
20100412,226.72,227,226,226.72,17262372
20100413,234.54,235,235,234.54,40117952
20100414,242.72,243,226,229.06,87565788
20100417,229.87,232,230,229.87,13725067
20100418,232.44,238,232,237.93,89575194
20100419,245.52,246,241,245.76,44104546
20100420,253.35,253,241,241.79,61752991
20100421,242.95,245,239,241.09,24581983
20100424,240.27,249,234,244.01,23949603
20100425,245.06,245,237,236.76,15405214
20100426,229.76,231,230,229.76,24980184
20100427,221.81,222,222,221.81,1593100
20100428,217.84,218,218,217.84,433755
20100501,216.79,222,217,220.18,35757371
20100502,221.35,222,213,217.26,14788592
20100503,215.86,220,214,214.34,7723311
20100504,215.86,216,210,210.13,13230972
20100505,209.2,210,205,210.02,11845834
20100508,210.13,216,209,215.62,2692936
20100509,219.59,220,220,219.59,3120000
20100510,227.19,227,227,227.19,3120000
20100511,235.13,235,226,227.07,29622765
20100512,230.46,241,230,240.03,24186216
20100515,239.92,243,240,242.84,21084369
20100516,247.63,251,244,244.82,31675272
20100518,248.8,251,242,243.54,20214437
20100519,244.12,244,237,242.02,14369571
20100522,239.45,239,232,232.21,31678581
20100523,231.27,231,224,224.5,19802108
20100524,233.73,234,234,233.73,4957804
20100525,241.9,242,242,241.9,4352718
20100526,248.68,249,241,240.97,35510012
20100529,239.45,243,236,235.95,12236356
20100530,233.49,233,230,232.09,6003169
20100531,232.21,239,232,238.17,9661447
20100601,239.22,246,239,240.62,10042766
20100602,240.62,245,238,243.42,13189174
20100606,245.29,251,244,251.01,12858293
20100607,252.18,256,249,251.83,17999932
20100608,251.95,253,244,245.29,10268659
20100609,245.06,245,238,240.27,14514939
20100612,242.84,247,241,247.04,11532980
20100613,249.26,251,246,246.69,8825800
20100614,248.91,256,248,255.57,14070451
20100615,256.97,263,256,257.09,24041197
20100616,259.19,259,253,255.57,11704764
20100619,256.97,258,254,254.29,9592005
20100620,256.97,258,253,254.17,8777854
20100621,253.47,255,246,252.18,31116438
20100622,252.42,257,252,256.5,11608149
20100623,261.64,265,256,256.97,24335788
20100627,257.21,257,252,252.07,12154208
20100628,247.98,252,245,245.29,6620727
20100629,245.41,251,243,244.94,14098734
20100630,245.29,250,242,248.8,8066752
20100703,248.8,249,245,245.99,6188750
20100704,245.29,247,244,244.94,6457968
20100705,244.59,255,244,254.52,50435891
20100706,255.8,264,256,263.86,40494164
20100707,266.43,273,265,273.32,94417369
20100711,277.06,283,277,279.16,53616272
20100712,294,294,278,282.67,79822364
20100713,285,291,280,288.51,35865120
20100714,286.17,296,280,289.21,64097862
20100717,292.01,294,286,287.11,12346244
20100718,286.17,288,280,280.33,18224081
20100719,283.95,287,276,276.83,11937394
20100720,278.11,283,278,280.33,11807745
20100721,283.84,290,281,285,20852535
20100724,283.95,285,280,280.45,4207665
20100725,280.33,286,277,282.79,6773294
20100726,286.87,292,281,283.72,13556266
20100728,283.95,286,282,283.84,7961642
20100731,286.29,287,285,286.17,9272776
20100801,285.12,288,283,282.67,10536940
20100802,287.34,296,287,295.63,6774017
20100803,306.26,306,306,306.26,8515201
20100804,318.41,318,304,310.7,35830026
20100807,316.54,324,314,320.05,26186788
20100814,319.4,320,307,306.67,10139748
20100815,300.24,306,299,298.95,4018759
20100816,288.52,306,289,304.24,19622700
20100817,305.67,307,305,306.96,6532026
20100818,317.4,319,312,318.54,15428701
20100821,327.26,327,306,309.53,8831562
20100822,310.25,319,306,314.68,3811469
20100823,316.25,324,316,321.69,4099320
20100824,325.26,326,312,317.4,98321518
20100825,317.97,323,318,317.97,7934957
20100828,322.97,334,323,334.12,145760068
20100829,343.13,344,338,344.13,5264769
20100830,357.43,357,351,357.43,70133314
20100831,350.42,368,347,367.72,542304702
20100904,368.29,368,368,368.29,1284292
20100905,374.3,374,374,374.3,1195402
20100906,380.02,380,380,380.02,3327600
20100907,384.59,393,365,372.01,459301976
20100908,373.58,386,374,382.88,18007454
20100912,376.73,395,377,394.6,14150319
20100913,400.32,406,384,385.74,9145639
20100914,387.45,390,379,380.02,6817037
20100915,372.15,374,368,368.44,6867396
20100918,357.57,372,357,357.71,16212499
20100919,357.57,360,348,348.14,27807457
20100920,347.71,356,338,337.84,10227117
20100921,333.98,355,328,354.57,17476928
20100922,355.86,356,352,356.43,7630013
20100925,358.86,367,358,359.43,13513518
20100926,359,359,349,349.42,3582016
20100927,346.56,349,338,340.27,110588547
20100928,344.27,355,342,346.85,5943775
20100929,345.99,353,337,337.41,5100075
20101002,343.13,343,329,333.12,11035343
20101003,328.83,337,322,334.55,7155056
20101005,335.98,337,330,330.41,3577601
20101006,335.98,336,323,326.69,5283809
20101009,329.55,330,313,313.11,2834524
20101010,311.53,314,304,303.53,10896330
20101011,294.81,306,295,297.52,14780516
20101012,300.1,300,286,285.66,8221385
20101013,275.36,279,275,275.36,7376940
20101016,267.36,287,266,286.51,13998202
20101017,291.23,292,288,291.66,8308066
20101018,302.81,303,303,302.81,6812217
20101019,314.82,315,300,301.67,23743321
20101023,320.26,321,309,313.39,7366010
20101024,312.82,313,307,306.67,1834811
20101025,299.95,306,300,300.1,10807022
20101026,300.38,307,296,300.24,2601881
20101027,300.38,307,300,306.39,2385559
20101030,308.82,316,309,311.68,4798228
20101031,318.83,320,301,301.67,3853394
20101101,305.24,305,298,301.1,2182653
20101102,300.24,309,300,304.39,1650941
20101103,301.67,305,300,300.95,2216626
20101106,301.67,306,295,295.95,3004169
20101107,297.38,297,289,293.09,11060242
20101108,290.23,300,290,295.52,1934807
20101109,296.81,306,297,305.96,6581032
20101110,307.39,310,299,301.38,2573732
20101113,301.53,302,293,292.95,6724997
20101114,294.66,298,290,290.23,4211979
20101115,293.23,296,288,291.52,2440177
20101116,291.8,296,286,286.09,3002255
20101120,292.95,294,285,289.95,2690879
20101121,287.66,296,287,294.23,1709537
20101122,294.66,300,295,297.38,2176044
20101123,298.81,299,296,297.38,2444994
20101124,299.52,300,295,295.95,1064684
20101127,295.81,297,290,294.81,2251762
20101128,293.09,296,289,289.23,39647475
20101129,289.52,293,288,289.09,2471369
20101130,290.23,291,290,290.8,2314015
20101201,290.23,293,289,291.52,1336011
20101204,291.66,295,287,286.94,1842529
20101205,287.52,290,285,284.51,2285221
20101206,284.51,286,278,280.94,2243464
20101207,280.22,290,276,290.09,2535114
20101208,289.52,296,286,296.38,3543369
20101211,300.24,306,300,301.1,7130737
20101212,304.53,305,296,296.67,2906741
20101213,297.24,297,292,292.38,1303216
20101214,291.66,297,292,296.67,1105880
20101218,295.95,296,288,287.94,2444268
20101219,288.8,292,281,291.66,5192035
20101220,288.95,299,289,297.81,3156727
20101221,294.81,305,295,301.67,2458162
20101222,300.24,308,300,306.53,6995304
20101225,307.67,318,308,318.11,10057468
20101226,329.55,330,322,329.55,18844030
20101227,335.84,343,330,336.7,19375237
20101228,333.55,350,334,350.42,31266741
20101229,357.14,362,349,353.14,12089330
20110101,353,353,341,342.99,9545961
20110102,334.55,355,335,354.85,8937515
20110103,363.72,364,358,363.72,24314687
20110104,369.87,372,362,363.15,12436231
20110105,370.01,377,367,374.58,23180921
20110108,376.01,385,375,385.31,17897728
20110109,397.32,400,390,399.89,16823242
20110110,413.19,413,383,385.59,32452565
20110111,386.02,400,376,391.74,16222746
20110112,391.88,393,377,377.16,13171356
20110115,368.72,377,368,368.29,19862067
20110116,364.72,383,365,383.16,4667131
20110117,394.89,395,386,394.89,19756280
20110118,395.74,409,395,401.75,16128231
20110119,403.18,417,403,417.33,31483464
20110222,400.18,403,400,400.18,58579017
20110223,392.46,413,392,394.74,12437262
20110226,392.17,405,392,392.6,7129077
20110227,393.03,395,381,381.16,9965707
20110228,371.73,379,369,368.87,3587941
20110301,358.86,367,356,356.14,7098755
20110302,350.42,372,350,372.15,11212738
20110305,378.87,385,379,384.88,17215923
20110306,398.18,398,372,372.15,8036341
20110307,375.73,382,373,372.58,4012432
20110308,373.16,392,372,392.31,16099159
20110309,396.03,396,379,381.73,3848501
20110312,384.59,385,376,376.01,2673036
20110313,376.01,389,376,384.59,4311840
20110314,386.02,393,380,381.88,4165681
20110315,386.02,392,382,389.6,6546941
20110316,387.02,396,387,396.03,5668781
20110319,397.46,408,397,408.47,8219910
20110326,424.34,424,424,424.34,2108993
20110327,435.78,436,429,435.78,29171479
20110328,436.21,453,436,452.93,6457094
20110329,467.66,468,468,467.66,2097240
